Track,Artist,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
Switch It Up (feat. Koffee),Protoje,2013,234920,4,0.781,0.831,10,-6.061,0,0.111,0.0596,0,0.187,0.661,139.98,49,Reggae
Who Knows,Protoje,2013,208466,4,0.683,0.724,5,-4.436,0,0.0988,0.0909,0,0.339,0.741,80.932,59,Reggae
Who Knows (feat. Chronixx) - SHY FX Remix,Protoje,2013,252247,4,0.718,0.821,5,-5.581,0,0.0884,0.0037,0.0000929,0.33,0.653,87.012,48,Reggae
Attention Span,Rebelution,2012,322760,4,0.64,0.748,9,-7.194,1,0.0495,0.0111,0.0000717,0.175,0.693,74.529,58,Reggae
Bright Side of Life,Rebelution,2012,245666,4,0.863,0.656,2,-6.505,0,0.0381,0.0165,0.00000845,0.0936,0.622,93.078,46,Reggae
Count Me In,Rebelution,2012,189613,4,0.8,0.661,7,-8.291,1,0.0304,0.0204,0.000107,0.0687,0.59,92.015,57,Reggae
Feeling Alright,Rebelution,2012,266400,4,0.836,0.584,7,-8.219,1,0.0793,0.0387,0,0.102,0.68,134.204,63,Reggae
Good Vibes (feat. Lutan Fyah),Rebelution,2012,211880,4,0.733,0.712,6,-6.914,1,0.132,0.163,0,0.128,0.814,151.569,49,Reggae
Safe and Sound,Rebelution,2012,229493,4,0.827,0.587,8,-8.189,0,0.0604,0.00545,0,0.055,0.539,77.688,59,Reggae
Sky Is the Limit,Rebelution,2012,249213,4,0.758,0.757,8,-5.696,1,0.0374,0.00739,0,0.0479,0.617,97.918,50,Reggae
Dem Bow,Shabba Ranks,1994,216826,4,0.912,0.871,11,-6.628,1,0.164,0.267,0,0.0502,0.961,98.32,31,Reggae
Housecall (Your Body Can't Lie to Me) (feat. Maxi Priest),Shabba Ranks,1994,236000,4,0.774,0.545,8,-12.442,0,0.235,0.154,0,0.0899,0.882,81.37,38,Reggae
Mr. Loverman (feat. Chevelle Franklin),Shabba Ranks,1994,337800,4,0.736,0.604,7,-11.026,1,0.163,0.0103,0.0000598,0.13,0.685,172.959,44,Reggae
Peeny Peeny,Shabba Ranks,1994,201173,4,0.714,0.421,9,-12.315,1,0.368,0.119,0,0.0941,0.845,80.462,23,Reggae
Ting-A-Ling,Shabba Ranks,1994,232000,5,0.723,0.617,6,-13.414,1,0.507,0.0262,0,0.338,0.804,126.447,51,Reggae
Trailer Load A Girls,Shabba Ranks,1994,231760,4,0.915,0.781,6,-3.537,1,0.0601,0.289,0,0.177,0.901,96.254,23,Reggae
Twice My Age (feat. Krystal),Shabba Ranks,1994,347160,4,0.828,0.419,0,-18.299,1,0.136,0.0077,0.00000224,0.0895,0.927,92.322,47,Reggae
Wicked Inna Bed,Shabba Ranks,1994,64087,4,0.794,0.574,2,-10.038,1,0.535,0.493,0,0.186,0.84,92.39,4,Reggae
(Dry Cry) Just One of Those Days,Sizzla,2005,208600,4,0.703,0.574,0,-5.71,1,0.171,0.0586,0,0.0519,0.579,147.829,36,Reggae
Be Strong,Sizzla,2005,218560,4,0.72,0.736,4,-6.38,0,0.316,0.564,0,0.122,0.607,83.924,40,Reggae
Give Me A Try,Sizzla,2005,220226,4,0.898,0.421,8,-7.799,1,0.171,0.289,0.000631,0.083,0.76,139.948,49,Reggae
Just One Of Those Days,Sizzla,2005,233266,4,0.708,0.604,0,-5.78,1,0.157,0.0379,0,0.0487,0.523,148.008,49,Reggae
Praise Ye Jah,Sizzla,2005,230466,4,0.827,0.718,7,-8.036,0,0.0493,0.105,0,0.0581,0.723,131.498,38,Reggae
Take Myself Away,Sizzla,2005,251813,4,0.707,0.687,7,-7.437,1,0.519,0.123,0,0.0373,0.795,81.721,36,Reggae
Thank U Mamma,Sizzla,2005,240826,4,0.532,0.642,7,-7.219,1,0.135,0.028,0,0.162,0.724,140.063,37,Reggae
Thank You Mama,Sizzla,2005,272066,4,0.555,0.484,7,-8.322,1,0.29,0.134,0.00000122,0.134,0.424,140.737,28,Reggae
Bad Boys,Sly & Robbie,1981,208039,4,0.8,0.372,11,-12.533,0,0.173,0.0265,0,0.0546,0.587,173.374,0,Reggae
Boops (Here To Go),Sly & Robbie,1981,218360,4,0.853,0.658,4,-9.777,0,0.0767,0.39,0.0000287,0.104,0.626,103.081,7,Reggae
Livin' It up Dub,Sly & Robbie,1981,300786,4,0.833,0.414,7,-9.298,1,0.171,0.00113,0.776,0.16,0.498,74.55,5,Reggae
Money (feat. Red Rose),Sly & Robbie,1981,239493,4,0.626,0.429,8,-7.208,1,0.242,0.402,0,0.0776,0.663,172.011,0,Reggae
Unmetered Taxi,Sly & Robbie,1981,158400,4,0.659,0.274,9,-13.299,1,0.224,0.00135,0.709,0.0862,0.529,79.326,14,Reggae
When We Were Younger,SOJA,2004,267266,4,0.713,0.658,5,-6.586,1,0.0279,0.306,0,0.201,0.695,98.032,46,Reggae
Bad News,SOJA,2008,229464,4,0.67,0.757,4,-4.707,0,0.0783,0.0763,0,0.117,0.566,148.048,28,Reggae
True Love,SOJA,2008,256733,4,0.861,0.405,6,-8.84,0,0.0532,0.203,0,0.103,0.54,116.831,66,Reggae
Something To Believe In,SOJA,2009,209032,4,0.811,0.638,0,-5.339,1,0.0376,0.388,0,0.102,0.749,139.934,54,Reggae
Rest of My Life,SOJA,2010,319240,4,0.796,0.588,7,-7.986,0,0.041,0.0128,0,0.0991,0.669,125.29,38,Reggae
Everything Changes - feat. Dread Mar I,SOJA,2012,304126,4,0.699,0.681,8,-5.659,0,0.0581,0.0573,0,0.121,0.893,153.957,48,Reggae
Ravers,Steel Pulse,1980,236773,4,0.683,0.682,0,-8.165,1,0.147,0.212,0,0.0831,0.96,78.526,31,Reggae
Roller Skates,Steel Pulse,1980,299946,4,0.833,0.575,4,-9.341,0,0.238,0.232,0,0.139,0.807,78.689,51,Reggae
Your House,Steel Pulse,1980,222600,4,0.707,0.716,10,-8.962,0,0.0879,0.057,0.00000425,0.36,0.966,154.118,50,Reggae
Chase Dem,Stephen Marley,2001,255066,4,0.836,0.549,4,-6.527,0,0.173,0.035,0,0.219,0.949,130.996,34,Reggae
False Friends,Stephen Marley,2001,202173,4,0.738,0.703,3,-4.835,0,0.148,0.0785,0,0.132,0.901,133.982,45,Reggae
Hey Baby,Stephen Marley,2001,294786,4,0.718,0.595,10,-5.632,0,0.263,0.105,0.0000103,0.0745,0.634,185.025,55,Reggae
Iron Bars,Stephen Marley,2001,255040,4,0.828,0.709,1,-4.55,1,0.178,0.0338,0.00000168,0.321,0.817,99.789,34,Reggae
Jah Army,Stephen Marley,2001,283013,4,0.659,0.883,10,-3.009,0,0.286,0.0215,0,0.18,0.709,77.068,48,Reggae
No Cigarette Smoking (In My Room),Stephen Marley,2001,220493,4,0.703,0.525,6,-4.859,0,0.0956,0.0349,0,0.0631,0.766,135.835,47,Reggae
Rock Stone,Stephen Marley,2001,277653,4,0.77,0.787,11,-5.489,0,0.278,0.23,0.000199,0.198,0.588,82.029,53,Reggae
The Traffic Jam,Stephen Marley,2001,220613,4,0.799,0.634,1,-7.136,0,0.371,0.448,0,0.0706,0.723,94.884,35,Reggae
Good Thing Going,Sugar Minott,1982,220212,4,0.772,0.394,1,-12.72,1,0.128,0.416,0.00236,0.0741,0.882,79.686,47,Reggae
Herbman Hustling,Sugar Minott,1982,211960,4,0.811,0.579,11,-11.211,0,0.0861,0.00406,0,0.0732,0.811,75.844,19,Reggae
Jah Jah Children,Sugar Minott,1982,161853,4,0.544,0.461,10,-9.744,1,0.0887,0.0169,0.0000074,0.734,0.626,60.889,8,Reggae
No Vacancy,Sugar Minott,1982,221200,4,0.86,0.22,6,-18.911,0,0.167,0.0171,0.00000567,0.129,0.504,138.259,24,Reggae
Oh Mr. DC,Sugar Minott,1982,366000,4,0.794,0.479,3,-10.727,1,0.0644,0.404,0.00476,0.12,0.785,93.081,17,Reggae
African Race,The Abyssinians,1969,173560,4,0.758,0.308,9,-16.741,0,0.0432,0.59,0.00113,0.302,0.615,130.096,8,Reggae
Declaration of Rights,The Abyssinians,1969,199746,4,0.671,0.335,3,-17.021,0,0.0853,0.9,0.925,0.11,0.737,142.041,20,Reggae
Forward Unto Zion,The Abyssinians,1969,226026,4,0.675,0.452,2,-13.87,1,0.107,0.422,0.00328,0.126,0.778,137.177,12,Reggae
Jah Loves - Remastered 2002,The Abyssinians,1969,246160,4,0.678,0.469,9,-10.352,1,0.0451,0.201,0.00272,0.0666,0.851,154.858,27,Reggae
Satta Massagana,The Abyssinians,1969,209426,4,0.501,0.407,9,-13.142,0,0.305,0.252,0.000342,0.128,0.722,77.152,35,Reggae
Ark Of Covenant,The Congos,1977,226400,4,0.615,0.506,4,-14.359,0,0.096,0.251,0.0000816,0.248,0.768,81.935,24,Reggae
Can't Come In,The Congos,1977,346973,4,0.71,0.401,1,-17.128,1,0.0662,0.287,0.000178,0.0666,0.662,141.64,22,Reggae
Children Crying,The Congos,1977,234893,4,0.576,0.45,8,-15.42,1,0.0357,0.124,0.00000115,0.104,0.938,140.192,27,Reggae
Congoman,The Congos,1977,335426,4,0.646,0.597,10,-15.045,0,0.0414,0.282,0.758,0.0766,0.83,100.382,30,Reggae
Fisherman,The Congos,1977,328240,4,0.604,0.458,4,-15.055,0,0.161,0.432,0.00446,0.0804,0.636,174.248,44,Reggae
La La Bam-Bam,The Congos,1977,227480,4,0.851,0.603,6,-8.436,1,0.049,8.39E-05,0,0.115,0.89,125.243,30,Reggae
Row Fisherman,The Congos,1977,359906,4,0.545,0.575,10,-12.801,0,0.0914,0.0943,0.182,0.454,0.498,164.955,21,Reggae
Sodom And Gomorrow,The Congos,1977,371080,4,0.753,0.749,0,-7.307,1,0.0405,0.021,0.00178,0.276,0.881,123.198,12,Reggae
Come On Now,The Ethiopians,1970,195560,4,0.809,0.367,0,-11.838,1,0.0876,0.622,0.0125,0.465,0.601,79.32,29,Reggae
Engine 54,The Ethiopians,1970,159946,4,0.847,0.373,10,-10.905,1,0.118,0.35,0.00183,0.277,0.601,77.487,44,Reggae
Everything Crash,The Ethiopians,1970,157333,4,0.927,0.547,0,-6.786,1,0.0604,0.314,0.0128,0.0517,0.921,117.418,34,Reggae
Good Ambition,The Ethiopians,1970,166600,4,0.916,0.393,0,-8.862,1,0.0494,0.438,0.0107,0.11,0.939,109.633,46,Reggae
Hong Kong Flu,The Ethiopians,1970,138746,4,0.937,0.662,2,-8.98,1,0.168,0.553,0.0353,0.0382,0.874,129.395,22,Reggae
The Selah,The Ethiopians,1970,189213,4,0.754,0.494,3,-6.495,1,0.0554,0.608,0.0207,0.096,0.798,94.864,12,Reggae
Train to Skaville,The Ethiopians,1970,177000,4,0.792,0.256,8,-12.525,1,0.191,0.229,0.548,0.35,0.563,87.774,48,Reggae
What A Fire,The Ethiopians,1970,163500,4,0.862,0.504,7,-9.093,1,0.0719,0.628,0.0702,0.245,0.913,104.345,22,Reggae
Book Of Rules,The Heptones,1970,211466,4,0.779,0.533,6,-14.152,1,0.0535,0.272,0.159,0.13,0.944,142.495,50,Reggae
Equal Rights,The Heptones,1970,142000,4,0.808,0.63,9,-6.707,1,0.0461,0.449,0.251,0.149,0.96,77.165,6,Reggae
Gunmen Coming to Town,The Heptones,1970,151093,4,0.705,0.44,10,-9.25,1,0.0329,0.97,0.158,0.215,0.925,115.186,16,Reggae
Love Won't Come Easy,The Heptones,1970,211960,4,0.626,0.216,11,-15.701,0,0.102,0.364,0.0000294,0.136,0.558,143.656,12,Reggae
Our Day Will Come,The Heptones,1970,200040,4,0.721,0.601,7,-10.293,1,0.095,0.364,0.204,0.0558,0.803,146.638,13,Reggae
Party Time,The Heptones,1970,160493,4,0.799,0.453,7,-9.58,0,0.0418,0.839,0.615,0.218,0.906,81.372,21,Reggae
Pretty Looks,The Heptones,1970,214681,4,0.741,0.442,2,-8.208,1,0.0361,0.465,0.00000353,0.0938,0.829,81.986,14,Reggae
We Are In The Mood,The Heptones,1970,131506,4,0.748,0.499,9,-7.716,0,0.0418,0.529,0.00074,0.236,0.824,82.174,3,Reggae
Why Must I,The Heptones,1970,172533,4,0.701,0.286,7,-16.413,1,0.165,0.154,0.189,0.302,0.437,90.109,3,Reggae
1865 (96º In The Shade),Third World,1976,267826,4,0.918,0.393,7,-16.088,1,0.15,0.0314,0.000153,0.0269,0.803,131.84,54,Reggae
Cool Meditation,Third World,1976,214760,4,0.737,0.622,11,-15.145,0,0.0881,0.0135,0.000427,0.311,0.967,140.15,30,Reggae
Loving You Is Easy,Third World,1976,211895,4,0.9,0.667,8,-7.381,1,0.057,0.377,0.000873,0.264,0.752,144.367,43,Reggae
Now That We've Found Love,Third World,1976,224173,4,0.765,0.585,1,-13.037,1,0.1,0.00706,0.0000017,0.0503,0.781,118.441,37,Reggae
Reggae Ambassador,Third World,1976,190640,4,0.81,0.402,5,-13.881,1,0.283,0.0485,0,0.0513,0.894,78.651,45,Reggae
Sense Of Purpose,Third World,1976,318106,4,0.864,0.634,0,-11.131,0,0.039,0.0314,0.0000616,0.0496,0.937,124.873,28,Reggae
Try Jah Love,Third World,1976,409933,4,0.761,0.581,1,-13.548,0,0.0386,0.0952,0,0.14,0.891,111.808,40,Reggae
You're Not the Only One,Third World,1976,242831,4,0.751,0.599,9,-6.543,0,0.308,0.155,0,0.0557,0.611,169.786,49,Reggae
Chalice In The Palace - 1990 Digital Remaster,U-Roy,1974,209000,4,0.664,0.426,0,-12.234,1,0.184,0.0354,0.0368,0.067,0.523,78.731,30,Reggae
Rule The Nation,U-Roy,1974,149733,4,0.733,0.462,1,-11.38,1,0.366,0.00666,0.384,0.21,0.419,78.603,11,Reggae
Trenchtown Rock (feat. Ziggy Marley),U-Roy,1974,269929,4,0.459,0.834,0,-3.468,1,0.229,0.0623,0.00000122,0.69,0.759,80.232,28,Reggae
Wake The Town,U-Roy,1974,242401,4,0.722,0.829,5,-3.178,1,0.0429,0.0864,0.15,0.208,0.786,104.776,15,Reggae
Wear You To The Ball,U-Roy,1974,147226,4,0.879,0.502,0,-6.803,1,0.0485,0.348,0.0142,0.0866,0.695,95.162,16,Reggae
Man Next Door (feat. Santigold),U-Roy,2010,271618,4,0.599,0.895,9,-4.598,0,0.102,0.0052,0,0.495,0.7,141.512,28,Reggae
(I Can't Help) Falling In Love With You,UB40,1983,207440,4,0.642,0.722,2,-13.031,1,0.0375,0.0444,0.00388,0.122,0.836,172.406,70,Reggae
Cherry Oh Baby,UB40,1983,198626,4,0.79,0.259,7,-16.079,1,0.0676,0.00416,0.00813,0.0941,0.816,75.554,55,Reggae
Food For Thought,UB40,1983,239960,4,0.772,0.725,2,-6.217,1,0.0338,0.00691,0.00345,0.3,0.883,132.046,55,Reggae
Kingston Town,UB40,1983,228293,4,0.956,0.254,8,-13.264,1,0.0551,0.156,0.0362,0.0362,0.8,102.071,53,Reggae
Many Rivers To Cross,UB40,1983,273000,4,0.593,0.56,1,-12.834,1,0.0376,0.0875,0.132,0.0742,0.541,88.001,47,Reggae
One In Ten,UB40,1983,273133,4,0.853,0.767,9,-6.787,0,0.0439,0.0397,0.0000174,0.0849,0.875,126.698,46,Reggae
Rat In Mi Kitchen,UB40,1983,418466,4,0.729,0.545,9,-12.264,1,0.0633,0.0241,0.119,0.0609,0.826,90.911,50,Reggae
Red Red Wine,UB40,1983,183733,4,0.857,0.468,1,-8.53,1,0.0476,0.00414,0.0000132,0.269,0.843,89.119,73,Reggae
King Inna The Jungle,Yellowman,1985,242866,4,0.827,0.354,10,-14.223,1,0.264,0.0106,0,0.114,0.771,73.117,11,Reggae
Lost Mi Love,Yellowman,1985,310733,4,0.83,0.669,10,-7.536,0,0.214,0.0511,0,0.163,0.92,74.003,48,Reggae
Mr Chin,Yellowman,1985,242266,4,0.864,0.764,2,-6.784,1,0.147,0.0418,0.000111,0.346,0.77,75.625,33,Reggae
No Way to Run,Yellowman,1985,210128,4,0.699,0.475,10,-14.179,0,0.0945,0.587,0.0107,0.237,0.736,92.815,0,Reggae
Nobody Move Nobody Get Hurt,Yellowman,1985,223106,4,0.699,0.775,0,-5.936,1,0.123,0.33,0,0.121,0.58,82.058,45,Reggae
Them A Mad Over Me,Yellowman,1985,218466,4,0.787,0.244,1,-18.146,1,0.256,0.278,0,0.132,0.892,82.689,5,Reggae
Zungguzungguguzungguzeng,Yellowman,1985,388226,4,0.749,0.296,4,-17.927,1,0.356,0.0713,0.00458,0.0879,0.475,164.707,53,Reggae
Beach In Hawaii,Ziggy Marley,1997,224413,4,0.81,0.476,9,-8.933,0,0.0372,0.206,0.00000916,0.0837,0.88,98.981,57,Reggae
"Get Up,Stand Up - Live",Ziggy Marley,1997,431982,4,0.81,0.629,6,-7.357,0,0.238,0.204,0.00000651,0.244,0.668,81.132,22,Reggae
Justice,Ziggy Marley,1997,252160,4,0.834,0.362,10,-12.738,1,0.0722,0.0395,0.000474,0.0701,0.922,79.919,24,Reggae
Look Who's Dancing,Ziggy Marley,1997,300373,4,0.764,0.758,10,-11.306,1,0.0442,0.12,0.00303,0.123,0.945,104.052,42,Reggae
Love Is My Religion,Ziggy Marley,1997,228506,4,0.826,0.717,9,-6.212,1,0.0481,0.202,0,0.394,0.78,93.505,48,Reggae
Tomorrow People,Ziggy Marley,1997,218440,4,0.714,0.561,10,-12.986,1,0.0421,0.221,0,0.116,0.647,96.12,50,Reggae
True To Myself,Ziggy Marley,1997,225600,4,0.88,0.564,1,-6.431,1,0.0498,0.0786,0,0.0565,0.83,99.019,62,Reggae
We Are One,Ziggy Marley,1997,221533,4,0.798,0.332,11,-13.22,0,0.0361,0.448,0.0000291,0.11,0.74,127.296,12,Reggae
Can't Keep A Good Man Down,38 Special,1978,199000,4,0.567,0.784,0,-11.392,1,0.0302,0.061,0.0911,0.0316,0.962,132.431,7,Rock
Caught Up In You,38 Special,1982,279000,4,0.425,0.681,1,-8.604,0,0.0316,0.0229,0.000219,0.0543,0.933,131.011,63,Rock
I Oughta Let Go,38 Special,1983,239000,4,0.692,0.497,7,-14.932,1,0.0475,0.159,0.000071,0.0652,0.889,96.694,16,Rock
Can't Shake It,38 Special,1991,209000,4,0.584,0.827,4,-8.574,0,0.0356,0.008,0.0000946,0.0406,0.958,74.52,5,Rock
Miracle Man,38 Special,1997,245000,4,0.561,0.757,9,-5.594,1,0.0361,0.00333,0,0.0997,0.41,142.015,4,Rock
He Is Your Brother,ABBA,1973,198000,4,0.41,0.843,4,-6.404,1,0.0329,0.177,0.0000024,0.18,0.967,180.399,21,Rock
Rock'N'Roll Band,ABBA,1973,189000,4,0.574,0.806,9,-7.651,1,0.0269,0.0945,0.000117,0.167,0.861,133.759,21,Rock
SOS,ABBA,1975,202000,4,0.415,0.713,5,-5.55,1,0.0278,0.251,0.00197,0.289,0.579,125.056,66,Rock
Me And I,ABBA,1980,294000,4,0.659,0.781,4,-8.132,1,0.0274,0.183,0.0731,0.138,0.6,113.429,49,Rock
Write Me a Letter,Aerosmith,1973,252000,4,0.48,0.801,0,-6.4,1,0.0426,0.648,0.0000709,0.0761,0.685,137.899,33,Rock
Train Kept a Rollin',Aerosmith,1974,333000,4,0.34,0.907,11,-7.065,0,0.0483,0.00367,0.00272,0.721,0.47,97.049,49,Rock
Home Tonight,Aerosmith,1976,196000,4,0.174,0.591,8,-5.7,1,0.0303,0.197,0.00111,0.0745,0.18,82.261,30,Rock
Milk Cow Blues,Aerosmith,1977,254000,4,0.254,0.867,7,-6.178,1,0.077,0.00775,0.0431,0.0897,0.504,207.486,24,Rock
Lightning Strikes,Aerosmith,1982,266000,4,0.496,0.892,4,-6.715,1,0.0339,0.025,0.0215,0.183,0.642,147.956,37,Rock
She's On Fire,Aerosmith,1985,225000,4,0.355,0.547,7,-10.439,1,0.0284,0.1,0,0.32,0.3,87.251,20,Rock
The Reason A Dog,Aerosmith,1985,252000,4,0.606,0.726,7,-10.508,1,0.0251,0.054,0,0.0956,0.59,108.568,19,Rock
"Don't Get Mad,Get Even",Aerosmith,1989,289000,4,0.464,0.575,2,-9.823,1,0.0536,0.0784,0.0000899,0.0707,0.38,170.944,17,Rock
Luv Lies,Aerosmith,2001,266000,4,0.353,0.795,7,-4.822,1,0.0383,0.012,0,0.0646,0.414,135.938,30,Rock
I Wanna Hold You Tonight,Air Suppy,1985,220000,4,0.584,0.792,2,-11.376,1,0.0277,0.107,0.00071,0.0739,0.889,138.508,14,Rock
She's Got the Answer,Air Suppy,1991,348000,3,0.514,0.555,4,-10.117,0,0.0295,0.38,0.0000473,0.0526,0.202,89.968,9,Rock
Stronger Than the Night,Air Suppy,1991,262000,4,0.402,0.499,4,-10.261,1,0.0279,0.0958,0,0.304,0.346,74.774,41,Rock
Goodbye,Air Suppy,1993,242000,4,0.401,0.531,3,-6.991,1,0.0301,0.223,0.0000151,0.149,0.173,130.651,66,Rock
When I Say,Air Suppy,1997,327000,4,0.536,0.372,2,-9.254,1,0.0273,0.598,0.000155,0.331,0.217,83.167,6,Rock
Earwigs to Eternity,Alice Cooper,1969,79000,4,0.353,0.391,4,-13.82,1,0.0422,0.865,0,0.21,0.596,103.961,9,Rock
Levity Ball,Alice Cooper,1969,279000,4,0.319,0.437,2,-14.901,0,0.0538,0.715,0.685,0.0924,0.0827,110.893,12,Rock
Living,Alice Cooper,1969,192000,4,0.182,0.679,2,-8.697,1,0.0457,0.611,0.0509,0.374,0.485,86.284,13,Rock
Beautiful Flyaway,Alice Cooper,1970,181000,4,0.465,0.356,0,-15.416,1,0.0458,0.751,0.0382,0.0893,0.0886,113.301,13,Rock
Black Juju,Alice Cooper,1971,551000,4,0.538,0.452,11,-17.226,0,0.102,0.226,0.476,0.35,0.303,130.155,23,Rock
Caught in a Dream,Alice Cooper,1971,189000,4,0.554,0.633,9,-13.091,1,0.0309,0.193,0.00035,0.205,0.907,136.925,32,Rock
The Great American Success Story,Alice Cooper,1986,218000,4,0.498,0.69,9,-13.416,1,0.0358,0.00559,0.0000132,0.286,0.636,75.689,11,Rock
Lock Me Up,Alice Cooper,1987,203000,4,0.438,0.945,6,-8.351,0,0.107,0.016,0.00000813,0.0881,0.233,143.404,28,Rock
Bad Place Alone,Alice Cooper,1994,303000,4,0.295,0.885,9,-9.012,1,0.0571,0.00306,0.402,0.653,0.412,114.85,17,Rock
Eat Some More,Alice Cooper,2000,277000,4,0.389,0.874,4,-4.344,1,0.042,0.000143,0.454,0.22,0.489,137.963,11,Rock
Sunset Babies,Alice Cooper,2005,208000,4,0.549,0.764,2,-6.488,1,0.0309,0.000214,0.0242,0.338,0.668,132,8,Rock
Wake the Dead,Alice Cooper,2008,233000,4,0.631,0.924,7,-7.958,0,0.0504,0.000117,0.000254,0.0923,0.878,138.968,14,Rock
A Runaway Train,Alice Cooper,2011,231000,4,0.458,0.978,2,-4.696,1,0.419,0.000207,0.0253,0.181,0.25,139.925,14,Rock
Hail Mary,Alice Cooper,2021,194000,4,0.577,0.951,9,-2.26,0,0.112,0.00386,0,0.088,0.341,128.058,8,Rock
"Midnight Rider - Pittsburgh,Pa January 17,1971 Live Concert",Allman Brothers,1969,439000,3,0.36,0.426,7,-14.435,1,0.0304,0.604,0.7,0.127,0.54,128.901,38,Rock
"Trouble No More - Live at the Municipal Auditorium,Austin,Texas September 28,1971",Allman Brothers,1969,317000,4,0.602,0.842,7,-9.307,1,0.05,0.283,0.519,0.628,0.821,110.368,20,Rock
"Statesboro Blues - Live at the Atlanta International Pop Festival July 3,1970",Allman Brothers,1970,298000,4,0.363,0.841,2,-9.583,1,0.0624,0.0517,0.0779,0.0851,0.769,163.151,19,Rock
"Don't Keep Me Wonderin' - Live at Fillmore West,San Francisco,CA 1/31/71",Allman Brothers,1980,227000,4,0.486,0.777,0,-9.242,1,0.047,0.19,0.000062,0.162,0.889,150.277,8,Rock
"Trouble No More (Source) - Bear's Sonic Journals: Live at Fillmore East,02/11/1970",Allman Brothers,1990,308000,4,0.544,0.683,5,-12.224,1,0.0318,0.107,0.00332,0.346,0.795,129.273,31,Rock
"Don't Think Twice,It's Alright (Live at Alltel Pavilion at Walnut Creek,Raleigh,Nc,8/10/2003)",Allman Brothers,1992,519000,3,0.199,0.844,7,-9.722,1,0.0433,0.106,0.0166,0.969,0.716,187.749,27,Rock
Don't Cross the River,America,1972,149000,4,0.571,0.726,2,-10.379,1,0.0346,0.0427,0.0000285,0.175,0.704,97.434,56,Rock
Till the Sun Comes up Again,America,1972,132000,4,0.465,0.251,7,-15.24,0,0.0292,0.744,0.00001,0.119,0.454,103.787,37,Rock
God of the Sun,America,1977,196000,4,0.639,0.272,6,-16.412,1,0.0355,0.691,0,0.0635,0.795,107.111,13,Rock
I Do Believe In You,America,1980,225000,4,0.667,0.488,0,-14.421,1,0.0291,0.00333,0.0000531,0.0812,0.738,136.544,12,Rock
My Dear,America,1983,263000,4,0.88,0.335,4,-15.957,0,0.0652,0.0676,0,0.243,0.956,117.905,9,Rock
She's A Runaway,America,1983,251000,4,0.684,0.475,11,-12.427,0,0.03,0.604,0,0.142,0.774,121.307,28,Rock
Lady With A Bluebird,America,1984,187000,4,0.721,0.49,9,-13.414,0,0.0361,0.0495,0.000155,0.268,0.743,158.1,7,Rock
Call of the Wild,America,1994,197000,4,0.565,0.577,7,-11.206,1,0.0328,0.0359,0,0.0905,0.614,85.059,5,Rock
The First Noel,America,2002,148000,3,0.436,0.15,0,-13.245,1,0.0303,0.871,0,0.131,0.55,101.452,2,Rock
I Need You - Live,America,2007,152000,4,0.292,0.698,7,-5.772,1,0.0406,0.251,0,0.693,0.368,136.288,14,Rock
Tin Man - Live,America,2007,226000,4,0.327,0.891,7,-4.991,1,0.0692,0.604,0.000278,0.897,0.725,81.372,14,Rock
Daisy Jane,America,2015,209000,4,0.436,0.222,0,-14.293,1,0.0429,0.841,0,0.208,0.326,178.797,18,Rock
Riverside,America,2015,225000,4,0.595,0.714,2,-9.6,1,0.0356,0.288,0.0261,0.137,0.871,81.603,12,Rock
Takin' Care Of Business,Bachman-Turner Overdrive,1973,289000,4,0.724,0.703,5,-14.007,1,0.0498,0.0488,0.00000269,0.146,0.965,129.985,64,Rock
Second Hand,Bachman-Turner Overdrive,1974,203000,4,0.481,0.624,4,-12.496,1,0.0364,0.000425,0.00226,0.687,0.848,112.414,23,Rock
Peace of Mind,Bad Company,1977,205000,4,0.55,0.551,5,-9.968,1,0.0314,0.609,0.0264,0.153,0.47,117.456,10,Rock
"Gone,Gone,Gone",Bad Company,1979,228000,4,0.588,0.683,11,-6.843,0,0.0397,0.234,0.0000134,0.248,0.595,123.951,35,Rock
Nuthin' on the TV,Bad Company,1982,226000,4,0.633,0.637,0,-7.238,1,0.0376,0.43,0.0000642,0.168,0.772,70.708,10,Rock
Rock of America,Bad Company,1988,235000,4,0.546,0.767,9,-11.766,1,0.0427,0.00295,0.00801,0.246,0.707,120.985,17,Rock
Never Say Never Again,Bee Gees,1969,208000,4,0.516,0.515,9,-12.759,1,0.0335,0.0152,0,0.0781,0.671,76.345,11,Rock
Seven Seas Symphony,Bee Gees,1969,252000,4,0.185,0.146,0,-15.309,1,0.0325,0.94,0.844,0.127,0.0887,78.106,12,Rock
Whisper Whisper,Bee Gees,1969,206000,4,0.655,0.489,2,-11.34,1,0.0509,0.0824,0.0278,0.0707,0.622,85.146,29,Rock
Alone Again,Bee Gees,1970,180000,4,0.539,0.489,0,-12.803,1,0.0247,0.0188,0.00836,0.351,0.577,85.629,16,Rock
Lay It On Me,Bee Gees,1970,127000,4,0.756,0.386,4,-16.336,1,0.0447,0.218,0.112,0.14,0.891,106.071,27,Rock
Israel,Bee Gees,1971,225000,4,0.413,0.43,4,-13.835,0,0.0444,0.172,0.00000251,0.137,0.534,142.278,18,Rock
